NR_TURNO;SG_UF;CD_CARGO;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;DS_NACIONALIDADE;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_REELEICAO
1;DF;8;DEPUTADO DISTRITAL;36379;RAVAN LEÃO;36;AGIR;BRASILEIRA NATA;DF;43;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;33211;MÔNICA D AIDÊ;33;PMN;BRASILEIRA NATA;MA;44;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;18181;DRA ENILDE NERES;18;REDE;BRASILEIRA NATA;BA;54;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1555;ZÉLIO MAIA;15;MDB;BRASILEIRA NATA;PB;56;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;9055;DONNY SILVA;90;PROS;BRASILEIRA NATA;DF;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11555;RENATO SANTANA;11;PP;BRASILEIRA NATA;DF;49;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;7007;DR HEMERSON LUZ;70;AVANTE;BRASILEIRA NATA;RS;54;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33800;ADELSON ROCHA - DERSON PIAUÍ;33;PMN;BRASILEIRA NATA;PI;57;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;36900;JAQUELINE SILVA;36;AGIR;BRASILEIRA NATA;DF;42;FEMININO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADO;S
1;DF;9;1º SUPLENTE;161;RENATO;16;PSTU;BRASILEIRA NATA;RJ;69;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;35180;JAIRO FELIX;35;PMB;BRASILEIRA NATA;PE;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;7026;LUIZ VINTE SEIS DE SETEMBRO;70;AVANTE;BRASILEIRA NATA;GO;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;27127;TIA LU;27;DC;BRASILEIRA NATA;DF;51;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;40004;ERIC SEBA;40;PSB;BRASILEIRA NATA;DF;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44444;PEDRO IVO;44;UNIÃO;BRASILEIRA NATA;DF;30;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;70555;PROFESSOR FERNANDO MOURA;70;AVANTE;BRASILEIRA NATA;DF;52;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28088;DANILO ARAGÃO;28;PRTB;BRASILEIRA NATA;RJ;26;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;55283;JUSSARA FAVIERO;55;PSD;BRASILEIRA NATA;RS;69;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;N
1;DF;10;2º SUPLENTE;555;WEBER MAGALHÃES;55;PSD;BRASILEIRA NATA;RJ;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;15001;GEORGE SOUZA;15;MDB;BRASILEIRA NATA;BA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;23111;MARIANA DE PAULA;23;CIDADANIA;BRASILEIRA NATA;DF;37;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44001;ALBENES DO ATLETISMO;44;UNIÃO;BRASILEIRA NATA;BA;64;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;7033;GISELLE RHAYLLA ESTRUTURAL;70;AVANTE;BRASILEIRA NATA;DF;33;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;5544;IBI BATISTA;55;PSD;BRASILEIRA NATA;GO;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;10;2º SUPLENTE;222;PROFESSOR GODOFREDO;22;PL;BRASILEIRA NATA;RO;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;2022;ANA PAULA BATISTA ;20;PSC;BRASILEIRA NATA;BA;47;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;40115;SUZELE VELOSO;40;PSB;BRASILEIRA NATA;DF;41;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;36061;DJ JAMAIKA;36;AGIR;BRASILEIRA NATA;DF;55;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;3020;VALTER SABOIA;30;NOVO;BRASILEIRA NATA;DF;31;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;4422;FADI FARAJ;44;UNIÃO;BRASILEIRA (NATURALIZADA);DF;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;10147;VANDERLI DIAS;10;REPUBLICANOS;BRASILEIRA NATA;PB;65;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;77770;SÉRGIO DE OLIVEIRA SORP;77;SOLIDARIEDADE;BRASILEIRA NATA;SP;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;65123;COLETIVO COMUNS E PROF. ELIAS ;65;PC do B;BRASILEIRA NATA;MG;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;2727;OSCAR SILVA;27;DC;BRASILEIRA NATA;DF;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;70999;BISPO VIEIRA REIS;70;AVANTE;BRASILEIRA NATA;BA;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;30044;SÓLON BEETHOVEN;30;NOVO;BRASILEIRA NATA;DF;55;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3001;NEY FERREIRA;30;NOVO;BRASILEIRA NATA;PI;73;MASCULINO;ENSINO MÉDIO INCOMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;90022;DONNY SILVA;90;PROS;BRASILEIRA NATA;DF;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;51007;SALVE JORGE;51;PATRIOTA;BRASILEIRA NATA;DF;41;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1177;JOSÉ GOMES;11;PP;BRASILEIRA NATA;DF;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;12456;PROFESSOR JEAN MOURÃO;12;PDT;BRASILEIRA NATA;DF;40;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2238;CAPITÃO DAVI;22;PL;BRASILEIRA NATA;MA;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;5088;MADU MULHERES DE TODAS LUTAS;50;PSOL;BRASILEIRA NATA;DF;25;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;12000;JOVITA ROSA;12;PDT;BRASILEIRA NATA;GO;63;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;4055;MÃE BAIANA;40;PSB;BRASILEIRA NATA;DF;60;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;19000;PEDRO VAZ;19;PODE;BRASILEIRA NATA;DF;23;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20100;ARNALDO FILHO;20;PSC;BRASILEIRA NATA;CE;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;11133;PASTOR DANIEL DE CASTRO;11;PP;BRASILEIRA NATA;DF;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;80180;GABI DO MOVIMENTO OLGA;80;UP;BRASILEIRA NATA;DF;22;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;23023;EUGENIO MAGALHÃES;23;CIDADANIA;BRASILEIRA NATA;GO;50;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;14444;BRUNELLI;14;PTB;BRASILEIRA NATA;SP;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22001;FLORIANO AGORA;22;PL;BRASILEIRA NATA;PA;61;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22021;FÁTIMA PASSOS;22;PL;BRASILEIRA NATA;PB;64;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;27017;LUCIMÁRIO;27;DC;BRASILEIRA NATA;BA;44;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;70888;JOAO CARDOSO PROFESSOR AUDITOR;70;AVANTE;BRASILEIRA NATA;DF;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
1;DF;8;DEPUTADO DISTRITAL;44100;PROFESSOR RODRIGÃO;44;UNIÃO;BRASILEIRA NATA;GO;37;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;10099;ELIANE CASTRO;10;REPUBLICANOS;BRASILEIRA NATA;DF;52;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;11111;MÔNIA ANDRADE;11;PP;BRASILEIRA NATA;DF;42;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;51456;LEANDRO HUNGRIA;51;PATRIOTA;BRASILEIRA NATA;DF;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;3;GOVERNADOR;50;KEKA BAGNO;50;PSOL;BRASILEIRA NATA;DF;34;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;14023;KALANGO CORREDOR;14;PTB;BRASILEIRA NATA;BA;61;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20017;HALAND GUILARDE;20;PSC;BRASILEIRA NATA;DF;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3623;SARGENTO CARVALHO;36;AGIR;BRASILEIRA NATA;CE;54;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;12180;MAYK MONTALVÃO;12;PDT;BRASILEIRA NATA;DF;28;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;13130;MEG GUIMARAES;13;PT;BRASILEIRA NATA;PI;56;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;2020;ALE CHIANELLI;20;PSC;BRASILEIRA NATA;DF;50;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1991;CAROL RIBEIRO;19;PODE;BRASILEIRA NATA;DF;34;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;4343;PROFESSOR REGINALDO VERAS;43;PV;BRASILEIRA NATA;CE;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;70000;BIRA NOGUEIRA;70;AVANTE;BRASILEIRA NATA;PI;45;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;5;SENADOR;161;ELCIMARA;16;PSTU;BRASILEIRA NATA;BA;41;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;10;2º SUPLENTE;777;LOURDINHA WERNECK;45;PSDB;BRASILEIRA NATA;MG;81;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1400;DIEGO ARRUDA;14;PTB;BRASILEIRA NATA;PB;43;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1498;JOSE MACIEL;14;PTB;BRASILEIRA NATA;CE;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1454;PAUL KARSTEN O DR DAS ARMAS;14;PTB;BRASILEIRA NATA;RJ;42;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;15015;CRISTIANO ARAÚJO;15;MDB;BRASILEIRA NATA;DF;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;30303;LUIZ RAMOS ;30;NOVO;BRASILEIRA NATA;RJ;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;9;1º SUPLENTE;100;MANOEL ARRUDA;10;REPUBLICANOS;NÃO DIVULGÁVEL;Não divulgável;;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
1;DF;8;DEPUTADO DISTRITAL;14333;SGT SUERLANDIO O SR DAS ARMAS;14;PTB;BRASILEIRA NATA;CE;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1212;BETO CEARÁ;12;PDT;BRASILEIRA NATA;CE;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;77677;ANGELINA JOLIE;77;SOLIDARIEDADE;BRASILEIRA NATA;PI;49;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;33190;JABÁ LUSIMAR ARRUDA;33;PMN;BRASILEIRA NATA;CE;53;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;12121;CLEO SAÚDE;12;PDT;BRASILEIRA NATA;BA;45;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;90444;HELENA CANTANHEDE;90;PROS;BRASILEIRA NATA;MA;53;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;10555;PROF MITER;10;REPUBLICANOS;BRASILEIRA NATA;DF;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;35444;SUBTENENTE ANTONIO;35;PMB;BRASILEIRA NATA;DF;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;50050;MARIVALDO PEREIRA;50;PSOL;BRASILEIRA NATA;DF;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;35888;LUCY SILVA;35;PMB;BRASILEIRA NATA;DF;39;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;3633;CEZAR PINTO;36;AGIR;BRASILEIRA NATA;GO;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;28008;RICARDO FONSECA;28;PRTB;BRASILEIRA NATA;MG;36;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11777;MARCELO AGUIAR;11;PP;BRASILEIRA NATA;RJ;49;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;90888;ANA CRISTINA;90;PROS;BRASILEIRA NATA;DF;51;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44002;MÁRCIA GAMA;44;UNIÃO;BRASILEIRA NATA;DF;51;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;3066;JORGE RUIZ;30;NOVO;BRASILEIRA (NATURALIZADA);ZZ;67;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1979;PAULO LIMA;19;PODE;BRASILEIRA NATA;SP;71;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;40015;PROFESSORA ANA ÉLEN;40;PSB;BRASILEIRA NATA;DF;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;27111;SOLANGE HOLANDA;27;DC;BRASILEIRA NATA;DF;45;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;44122;LETÍCIA SAMPAIO;44;UNIÃO;BRASILEIRA NATA;PA;24;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;12022;WILLIAN MEGA BOX;12;PDT;BRASILEIRA NATA;GO;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;9;1º SUPLENTE;133;MARIANA ROSA;13;PT;BRASILEIRA NATA;MG;41;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;90013;GUERREIRO FRANCISCO;90;PROS;BRASILEIRA NATA;PB;59;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;5000;DANI SANCHEZ;50;PSOL;BRASILEIRA NATA;DF;36;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;3;GOVERNADOR;29;RENAN ARRUDA;29;PCO;BRASILEIRA NATA;CE;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;40800;GUILHERME CARVALHO;40;PSB;BRASILEIRA NATA;DF;43;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28434;ELIMAR CARVALHO;28;PRTB;BRASILEIRA NATA;DF;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;43123;WASNY;43;PV;BRASILEIRA NATA;GO;71;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;7761;WILMA MENEZES;77;SOLIDARIEDADE;BRASILEIRA NATA;DF;59;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;3617;ELIS BBB;36;AGIR;BRASILEIRA NATA;GO;46;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);NÃO INFORMADO;N
1;DF;3;GOVERNADOR;14;CORONEL MORENO;14;PTB;BRASILEIRA NATA;DF;50;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;5099;MANDATO COLETIVO BEM VIVER THI;50;PSOL;BRASILEIRA NATA;DF;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;2225;FRAGA;22;PL;BRASILEIRA NATA;SE;66;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;27278;PASTOR FÁBIO;27;DC;BRASILEIRA NATA;CE;50;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;5;SENADOR;100;DAMARES ALVES;10;REPUBLICANOS;BRASILEIRA NATA;PR;58;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1551;ALÍRIO;15;MDB;BRASILEIRA NATA;PI;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;5;SENADOR;270;TENENTE CORONEL SOUZA JÚNIOR;27;DC;BRASILEIRA NATA;PB;51;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;5151;VICTOR OKUBO;51;PATRIOTA;BRASILEIRA NATA;DF;32;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;14999;KLERYSSON CERRADO IN FOCO;14;PTB;BRASILEIRA NATA;PI;42;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;29029;PERCI MARRARA;29;PCO;BRASILEIRA NATA;DF;41;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28082;ERICK ASSIS;28;PRTB;BRASILEIRA NATA;RJ;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;3677;SELMA DA CRIANÇA;36;AGIR;BRASILEIRA NATA;DF;55;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;N
1;DF;9;1º SUPLENTE;777;ROSLANO;77;SOLIDARIEDADE;BRASILEIRA NATA;MG;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3622;EMY LEITÃO;36;AGIR;BRASILEIRA NATA;DF;44;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;7040;JUAREZ TAVORA;70;AVANTE;BRASILEIRA NATA;MG;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;4445;DELEGADO SÉRGIO BAUTZER;44;UNIÃO;BRASILEIRA NATA;SP;46;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;5;SENADOR;777;HÉLIO JOSÉ;77;SOLIDARIEDADE;BRASILEIRA NATA;GO;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;27333;JOÃO PROFETA;27;DC;BRASILEIRA NATA;DF;55;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;70700;JUNIOR CAPÃO COMPRIDO;70;AVANTE;BRASILEIRA NATA;DF;39;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;11077;JACKSON SANTANA;11;PP;BRASILEIRA NATA;DF;40;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;15111;RISOMAR;15;MDB;BRASILEIRA NATA;DF;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
1;DF;9;1º SUPLENTE;100;MANOEL ARRUDA;44;UNIÃO;BRASILEIRA NATA;SE;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90222;BERINALDO PONTES;90;PROS;BRASILEIRA NATA;DF;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;27123;JOÃO RODRIGUES;27;DC;BRASILEIRA NATA;DF;48;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;35121;CHRISTIANA INOCÊNCIO;35;PMB;BRASILEIRA NATA;DF;51;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;10762;CORONEL REGINA;10;REPUBLICANOS;BRASILEIRA NATA;SP;58;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20500;ROGERIO BAN BAN;20;PSC;BRASILEIRA NATA;MG;58;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1999;WAGNER ALVES;19;PODE;BRASILEIRA NATA;PB;30;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11011;PEPA;11;PP;BRASILEIRA NATA;DF;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;28888;ROBSON PALMA;28;PRTB;BRASILEIRA NATA;BA;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;51511;DR RICARDO;51;PATRIOTA;BRASILEIRA NATA;RJ;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;40444;ESTÊVÃO ROLIM;40;PSB;BRASILEIRA NATA;DF;31;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
